Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
523,Doug Easlick,MIA,RB,24,3,1,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,167,
524,Omar Easy,KAN,FB,27,15,0,0,0,0,0,0,4,1,0.25,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,171,
525,Jimmy Farris,ATL,WR,26,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,177,
526,P.J. Fleck,SFO,WR,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,178,
527,Gus Frerotte,MIN,QB,33,16,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,75,
528,Drew Haddad,BUF,WR,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,
529,Derrick Hamilton,SFO,WR,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,180,
530,Lawrence Hamilton,ARI,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,181,
531,Keith Heinrich,CLE,TE,25,7,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,100,
532,Devery Henderson,NOR,WR,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,
533,Darrell Hill,TEN,WR,25,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,183,
534,Keenan Howry,MIN,WR,23,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,172,
535,Jasen Isom,SFO,FB,27,5,1,0,0,0,0,0,1,0,0.00,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,172,
536,Daryl Jones,CHI,WR,25,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,184,
537,Mark Jones,NYG,WR,24,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,185,
538,Kevin Kasper,NWE,WR,27,8,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,186,
539,Kelvin Kight,GNB,WR,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,
540,Matt Kranchick,PIT,TE,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,104,
541,Vonta Leach,GNB,FB,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,178,
542,Jermaine Lewis,JAX,WR,30,9,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,1,,0,,,,1.4,1.4,0.9,,171,
543,Tom Lopienski,IND,FB,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,
544,James Lynch,CIN,RB,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,
545,Dusty McGrorty,STL,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,181,
546,Sean McHugh,GNB,FB,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,
547,Harold Morrow,BAL,FB,31,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,183,
548,Chad Morton,WAS,RB,27,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,184,
549,J.J. Moses,HOU,WR,25,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,188,
550,Ovie Mughelli,BAL,FB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,185,
551,Frank Murphy,TAM,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,189,
552,Matt Murphy,HOU,TE,24,11,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,105,
553,Ben Nelson,MIN,WR,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,190,
554,J.T. O'Sullivan,GNB,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,
555,John Owens,CHI,TE,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,106,
556,Rodney Peete,CAR,QB,38,1,0,1,1,3,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,,,,,72,
557,Brett Pierce,DAL,TE,23,8,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,107,
558,Lousaka Polite,DAL,RB,23,1,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,168,
559,Derek Rackley,ATL,TE,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,108,
560,Charles Rogers,DET,WR,23,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,191,
561,Tony Romo,DAL,QB,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,73,
562,Micah Ross,2TM,WR,28,17,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,192,
563,Sean Ryan,DAL,TE,24,6,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,109,
564,P.K. Sam,NWE,WR,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,193,
565,Darnell Sanders,ATL,TE,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,110,
566,Jake Schifino,TEN,WR,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,194,
567,Richard Smith,KAN,WR,24,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,195,
568,Brian St. Pierre,PIT,QB,25,1,0,0,1,0,0,0,4,-3,-0.75,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,78,
569,Matt Stanley,SFO,FB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,186,
570,Kendrick Starling,HOU,WR,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,196,
571,Kordell Stewart,BAL,QB,32,2,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,76,
572,Jeff Thomason,PHI,TE,35,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,111,
573,Taco Wallace,SEA,WR,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,
574,Jason Willis,SEA,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,198,
575,Roland Williams,OAK,TE,29,12,3,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,112,
576,Kris Wilson,KAN,FB,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,
577,Mark Wilson,WAS,TE,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,113,
578,J.P. Losman,BUF,QB,23,4,0,3,5,32,0,1,2,15,7.50,0,0,0,0,,0,1,1,0,,,-1,-1.2,0.8,-0.2,,79,
579,Cody Pickett,SFO,QB,24,1,0,4,10,55,0,2,1,5,5.00,0,0,0,0,,0,1,,0,,,-1,-1.3,0.7,0.7,,80,
580,Mike Sellers,WAS,RB,29,16,1,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,1,0,,,-1,0.4,1.4,-0.1,,188,
581,Carlos Francis,OAK,WR,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,199,
582,Jamall Broussard,CAR,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,2,0,,,-4,-4.0,-2.0,-4.0,,200,
