Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
360,Jim Hooks,DET,RB,25,12,0,0,0,0,0,0,4,-8,-2.00,0,1,5,5.00,0,0,,0,,,,0.7,0.7,0.2,,153,
361,Percy Howard,DAL,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,94,
362,Ron Howard,DAL,TE,24,10,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,62,
363,Doug Kingsriter,MIN,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,61,
364,David Knight,NYJ,WR,24,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,95,
365,Ted Kwalick,OAK,TE,28,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,60,
366,Larry Lawrence,OAK,QB,26,1,1,5,15,50,0,1,2,-3,-1.50,0,0,0,,0,0,,0,,,,-0.3,0.7,0.7,,67,
367,Greg McCrary,ATL,TE,23,13,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,59,
368,Jim McFarland,MIA,TE,28,6,1,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,58,
369,Manfred Moore,SFO,RB,25,14,0,0,0,0,0,0,3,10,3.33,0,1,11,11.00,0,2,,0,,,,1.1,2.1,0.6,,142,
370,Dennis Morgan,PHI,RB,23,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,150,
371,Morris Owens,MIA,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,93,
372,Bob Picard,PHI,WR,26,14,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,92,
373,Steven Schnarr,BUF,RB,23,12,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,151,
374,Freddie Scott,BAL,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,84,
375,Charlie Smith,SDG,RB,29,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,152,
376,Cotton Speyrer,MIA,WR,26,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,89,
377,Otis Taylor,KAN,WR,33,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,85,
378,Charlie Wade,GNB,WR,25,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,87,
379,Don Zimmerman,PHI,WR,26,10,3,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,86,
380,Wayne Clark,KAN,QB,28,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,68,
381,John McDaniel,CIN,WR,24,14,1,0,0,0,0,0,1,-2,-2.00,0,0,0,,0,1,,0,,,-1,-1.2,-0.7,-1.2,,97,
382,Carl Summerell,NYG,QB,24,3,0,7,16,98,0,2,3,4,1.33,0,0,0,,0,2,,0,,,-2,-1.7,1.3,0.3,,69,
383,Charlie Thomas,KAN,RB,27,7,0,0,0,0,0,0,0,0,,0,0,0,,0,2,,0,,,-2,-2.0,-1.0,-2.0,,154,
384,Monroe Eley,ATL,RB,26,6,0,0,0,0,0,0,1,3,3.00,0,0,0,,0,3,,0,,,-3,-2.7,-1.2,-2.7,,155,
385,Dennis Shaw,STL,QB,28,3,0,4,8,61,0,1,3,-12,-4.00,0,0,0,,0,2,,0,,,-3,-2.8,-0.8,-1.8,,70,
386,Howard Stevens,BAL,RB,25,12,0,0,0,0,0,0,0,0,,0,0,0,,0,3,,0,,,-3,-3.0,-1.5,-3.0,,156,
387,Leonard Thompson,DET,WR,23,14,1,0,0,0,0,0,1,-12,-12.00,0,0,0,,0,2,,0,,,-3,-3.2,-2.2,-3.2,,98,
388,Kim McQuilken,ATL,QB,24,3,2,20,61,253,1,9,4,26,6.50,0,0,0,,0,3,,0,,,-4,-4.3,6.2,4.7,,71,
389,Danny Buggs,NYG,WR,22,14,0,0,0,0,0,0,1,0,0.00,0,0,0,,0,5,,0,,,-5,-5.0,-2.5,-5.0,,99,
